blueKills,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueTotalGold,blueKills_set,blueTotalGold_min/kills
11,225,48,18826,,
1,218,59,14165,,
10,193,60,18110,,
5,238,60,16731,,
8,206,44,16984,,
2,233,52,14341,,
8,237,48,17667,,
1,202,47,13704,,
6,191,49,15863,,
2,198,67,14834,,
12,231,40,19246,,
9,214,40,17091,,
2,181,45,13803,,
4,250,68,16485,,
2,218,68,14876,,
6,237,42,17594,,
6,225,51,16230,,
4,222,49,15239,,
8,189,36,16247,,
4,216,48,15223,,
5,244,50,16099,,
9,224,53,17940,,
2,270,68,15652,,
9,213,53,18161,,
2,165,52,13569,,
8,242,57,18048,,
6,197,76,17046,,
4,227,72,16647,,
6,228,44,16283,,
15,230,56,22433,,
5,202,44,15429,,
8,186,48,16239,,
10,250,36,18228,,
5,238,46,16983,,
8,204,55,16957,,
13,207,48,18962,,
9,200,48,16888,,
4,208,48,14993,,
8,181,42,16076,,
6,242,52,17007,,
6,212,19,16000,,
4,209,69,16021,,
8,183,41,17345,,
10,176,52,17976,,
6,225,44,16853,,
7,226,47,16300,,
4,248,72,16417,,
7,239,61,17466,,
14,217,60,19830,,
6,234,54,16726,,
9,193,38,17162,,
13,231,53,19535,,
4,235,64,15514,,
4,247,45,16008,,
7,232,46,16981,,
4,190,48,14722,,
5,237,46,15715,,
3,257,66,16102,,
5,180,64,14991,,
11,215,40,19379,,
8,214,40,17101,,
4,263,72,17186,,
3,219,72,15115,,
4,235,55,16127,,
6,188,40,15445,,
8,207,54,16585,,
4,243,50,15788,,
7,239,64,17400,,
2,198,48,14157,,
2,226,56,14992,,
7,243,50,17182,,
7,187,46,16426,,
7,184,46,16135,,
5,196,68,15833,,
9,223,51,18062,,
2,207,51,14318,,
4,195,45,14969,,
7,223,40,17177,,
8,184,44,16617,,
8,208,59,16908,,
9,246,56,18419,,
7,198,36,15570,,
3,216,38,15016,,
2,193,64,14402,,
6,192,44,14999,,
4,217,51,15149,,
5,187,56,15761,,
2,217,49,14714,,
5,206,28,15154,,
13,228,53,20998,,
9,212,50,17607,,
6,196,33,15141,,
16,229,60,21285,,
9,214,35,16984,,
3,192,20,13489,,
2,224,44,14653,,
4,187,71,15335,,
5,192,52,15853,,
6,198,50,15476,,
4,200,64,15211,,
5,184,49,15796,,
3,237,48,15420,,
13,225,74,20961,,
9,218,51,17633,,
4,240,84,16647,,
2,211,37,14141,,
4,263,57,16374,,
10,210,40,17125,,
4,218,44,15531,,
6,252,64,18529,,
4,186,38,14450,,
11,204,55,18185,,
3,244,56,15423,,
1,231,75,14675,,
12,212,57,18722,,
2,234,40,14421,,
9,233,44,17532,,
10,245,44,19271,,
12,173,51,18655,,
2,202,44,14164,,
4,180,28,14476,,
8,232,74,18339,,
5,226,53,17450,,
7,221,56,16381,,
5,183,62,15446,,
3,208,54,14970,,
2,221,45,14711,,
8,212,60,17219,,
7,239,66,18010,,
13,201,47,19708,,
6,247,49,16825,,
1,223,59,14755,,
8,224,46,17592,,
5,179,53,15351,,
7,232,46,17787,,
2,246,48,15031,,
4,223,40,15407,,
4,194,49,14569,,
7,191,43,16452,,
3,255,59,17437,,
5,188,32,14665,,
6,236,52,18395,,
7,245,43,16961,,
3,197,33,14011,,
5,227,49,16871,,
7,196,40,16125,,
2,192,50,13773,,
9,243,42,18458,,
5,255,47,16258,,
9,222,52,16997,,
3,186,57,15356,,
9,252,43,18870,,
5,196,48,15639,,
15,228,43,19632,,
6,247,43,16942,,
8,171,56,17077,,
14,242,32,20269,,
9,249,59,19079,,
6,196,43,15815,,
3,252,64,16970,,
9,252,45,18064,,
5,239,42,17169,,
7,209,39,16413,,
6,219,32,15464,,
5,207,45,15600,,
1,216,56,13802,,
3,226,47,15033,,
5,251,57,16803,,
4,215,52,15444,,
7,244,58,17659,,
10,232,30,18720,,
6,247,48,17639,,
8,249,34,17307,,
4,241,43,15712,,
7,243,54,17616,,
7,257,57,17235,,
12,204,71,20065,,
2,244,59,15537,,
10,190,48,18359,,
4,251,42,15884,,
3,226,32,14512,,
5,175,57,15440,,
7,222,48,16296,,
1,232,66,14979,,
6,226,40,16364,,
4,195,24,14003,,
6,201,58,16459,,
3,235,55,15361,,
7,247,58,18345,,
10,223,54,18497,,
3,229,36,14642,,
3,214,72,15539,,
13,204,43,18781,,
7,210,53,16509,,
3,215,36,14820,,
4,217,55,15465,,
3,252,44,15241,,
4,211,48,15842,,
4,220,50,16388,,
4,226,68,15837,,
11,220,55,18929,,
7,231,52,17336,,
4,218,58,15802,,
6,230,64,16995,,
2,262,92,16528,,
7,233,64,17182,,
4,202,55,16017,,
6,230,52,16286,,
9,225,38,19084,,
4,190,36,14899,,
9,223,48,17290,,
4,265,40,17569,,
9,213,69,17964,,
5,197,56,15400,,
8,220,64,17761,,
8,183,44,16480,,
8,238,64,16975,,
5,222,60,16459,,
7,207,53,16636,,
5,204,60,16550,,
8,181,48,16400,,
2,237,48,14478,,
12,214,61,19058,,
9,230,70,20316,,
5,248,60,17083,,
8,225,45,17613,,
9,252,55,17731,,
4,144,57,14312,,
8,207,63,16903,,
7,240,45,17137,,
9,232,57,18870,,
3,240,44,15279,,
10,223,44,19262,,
5,211,55,15651,,
10,201,66,17682,,
4,235,72,16209,,
10,231,47,18996,,
15,196,46,20855,,
5,208,42,15485,,
5,227,43,16043,,
5,215,52,16476,,
4,215,61,15473,,
5,218,38,15157,,
6,183,36,14812,,
6,236,40,15959,,
7,228,64,16850,,
3,238,44,14940,,
8,218,68,17550,,
7,214,44,16542,,
7,196,46,17297,,
9,232,44,19581,,
2,230,63,14712,,
9,212,44,16587,,
8,198,55,17429,,
4,208,44,15547,,
4,173,63,14957,,
6,233,44,17450,,
7,235,68,17199,,
6,231,56,16610,,
5,178,52,14795,,
10,228,60,18269,,
2,205,47,13889,,
5,220,56,15950,,
6,189,44,15235,,
7,205,44,16697,,
7,236,54,17450,,
6,171,67,15896,,
4,239,54,15943,,
7,228,48,18063,,
5,214,56,16177,,
2,205,48,14896,,
8,215,49,16959,,
6,209,44,16363,,
10,189,26,16665,,
2,229,56,15377,,
3,185,48,13977,,
1,200,55,13918,,
9,230,50,17630,,
4,229,48,15777,,
5,237,38,16043,,
11,217,48,19022,,
3,187,48,13957,,
2,212,48,14547,,
5,240,40,15649,,
9,249,40,17654,,
11,216,54,19858,,
1,222,44,13517,,
7,250,48,17791,,
7,208,63,16817,,
3,217,50,14920,,
7,221,42,17160,,
5,220,48,15436,,
4,220,64,15442,,
4,237,53,15764,,
6,231,59,16744,,
13,216,52,20308,,
9,191,57,18731,,
5,200,52,15529,,
4,208,70,15169,,
7,218,54,17075,,
5,245,76,17467,,
6,249,64,17259,,
10,214,55,17979,,
2,196,58,14269,,
9,234,56,18309,,
7,246,48,17116,,
7,200,44,15970,,
6,154,43,14626,,
8,191,43,16427,,
3,191,42,14676,,
1,204,56,13943,,
4,184,47,15488,,
6,198,52,15437,,
6,241,60,17083,,
2,236,51,14825,,
12,242,44,19402,,
4,197,61,15129,,
2,248,53,15053,,
2,229,55,14672,,
10,241,48,18280,,
4,219,55,15290,,
9,189,56,17329,,
6,232,43,16409,,
10,235,44,18237,,
9,214,52,17259,,
8,226,47,17816,,
8,215,28,16465,,
10,234,49,19029,,
7,202,56,17075,,
6,233,48,16689,,
1,233,52,14402,,
5,240,44,16379,,
3,227,35,14579,,
6,214,50,16455,,
3,192,33,13770,,
6,218,56,16042,,
2,244,56,14905,,
11,201,62,18733,,
9,185,51,17496,,
11,202,54,18303,,
4,221,44,15395,,
6,230,60,16540,,
7,211,40,16342,,
4,236,54,15540,,
4,208,47,14993,,
6,227,48,16022,,
7,216,66,17978,,
9,215,58,17898,,
2,162,57,13170,,
3,190,56,14364,,
9,234,54,19294,,
11,186,49,17446,,
11,220,60,17943,,
7,214,67,16656,,
6,220,45,16149,,
4,216,59,15564,,
2,251,53,15128,,
4,206,56,15551,,
5,231,60,16426,,
5,201,56,15594,,
5,215,52,15674,,
12,196,40,18444,,
10,222,51,16929,,
8,246,52,17701,,
5,238,52,17020,,
12,193,36,18395,,
9,253,43,18646,,
6,191,48,15887,,
3,198,49,14098,,
6,146,42,15521,,
7,222,52,16460,,
6,203,23,16749,,
8,226,64,17329,,
7,203,42,16582,,
1,195,36,13206,,
7,212,60,16423,,
6,214,56,17074,,
1,189,48,13449,,
6,246,48,17466,,
6,229,47,16941,,
9,220,63,18601,,
8,222,43,17003,,
1,263,43,14577,,
9,202,66,17813,,
5,215,44,15332,,
2,214,64,14627,,
9,156,30,16187,,
11,242,51,19787,,
12,188,55,18596,,
6,223,38,16233,,
5,203,52,15468,,
8,240,40,16699,,
3,234,46,15311,,
7,210,48,16580,,
6,224,40,16450,,
6,203,40,16197,,
4,216,44,15773,,
5,183,48,14815,,
6,257,59,17731,,
3,197,44,13952,,
11,212,61,18504,,
2,215,51,14777,,
1,233,51,14018,,
6,211,47,16140,,
6,199,56,16246,,
7,186,56,16122,,
5,198,55,15429,,
1,230,43,14270,,
4,240,73,16327,,
8,236,47,18225,,
9,204,48,17778,,
5,247,62,16680,,
6,214,58,16434,,
13,164,44,18721,,
5,187,44,15107,,
7,240,67,16897,,
6,246,42,17013,,
7,239,59,18047,,
3,232,62,15175,,
8,190,47,16722,,
5,222,34,15722,,
6,175,49,17077,,
6,214,55,17016,,
5,175,59,17231,,
7,220,64,17039,,
11,203,57,17596,,
7,215,40,16887,,
4,241,24,15157,,
11,238,52,20259,,
6,213,40,16388,,
9,209,42,17269,,
8,198,57,17389,,
7,247,50,17622,,
3,232,72,15736,,
10,219,60,17965,,
4,223,56,15067,,
2,215,35,13855,,
9,207,68,17561,,
6,208,52,16284,,
7,227,52,17048,,
5,218,60,16294,,
6,225,52,16877,,
6,178,31,15222,,
6,236,52,17245,,
9,197,38,17187,,
5,156,53,15156,,
1,208,60,13977,,
6,258,33,16383,,
3,240,44,15392,,
5,204,68,15397,,
6,191,66,16142,,
9,200,51,17855,,
2,210,50,13956,,
6,203,45,15753,,
8,179,41,16272,,
7,230,55,16869,,
9,198,29,16990,,
9,219,59,17991,,
2,239,60,15143,,
8,215,49,16735,,
4,241,53,15971,,
9,212,47,17752,,
3,222,60,15023,,
5,202,45,16007,,
4,199,45,15454,,
8,207,40,17058,,
8,218,54,18374,,
5,224,43,16259,,
5,222,61,15894,,
4,214,60,15524,,
11,243,47,18956,,
9,238,43,17881,,
7,229,59,17131,,
7,240,41,17666,,
7,229,71,17538,,
4,261,72,16942,,
10,225,43,18224,,
5,246,45,16345,,
4,238,59,15865,,
5,209,51,15266,,
4,226,49,15454,,
5,259,81,17051,,
8,201,44,17705,,
8,209,36,16763,,
7,189,60,16808,,
4,218,41,15111,,
5,199,60,14998,,
5,227,63,16942,,
6,181,49,15270,,
3,194,49,14586,,
8,228,52,18232,,
9,204,36,17190,,
4,225,40,15008,,
15,191,48,21755,,
4,223,70,15787,,
6,245,48,16404,,
7,232,62,17878,,
8,240,55,18532,,
8,176,52,16901,,
7,199,41,17563,,
4,225,62,15967,,
4,223,54,16280,,
8,221,38,17142,,
4,201,56,14807,,
10,213,24,18697,,
8,190,48,17057,,
5,235,42,16487,,
5,210,48,15721,,
5,246,71,17182,,
8,212,48,16993,,
5,223,45,15710,,
10,193,55,17793,,
13,236,58,19867,,
10,225,47,18538,,
3,211,32,14624,,
5,228,38,16005,,
4,220,41,15194,,
13,235,64,20943,,
6,218,48,15983,,
1,218,48,14513,,
6,266,48,17536,,
4,221,54,15796,,
15,231,36,20833,,
7,248,60,18650,,
4,214,48,15044,,
4,212,63,15811,,
4,228,41,15612,,
5,204,56,15151,,
6,244,48,16496,,
8,190,36,16059,,
4,189,44,15120,,
5,212,52,16185,,
3,240,56,15404,,
8,210,32,17952,,
5,161,40,14776,,
4,251,44,16183,,
4,231,58,16037,,
5,221,60,18041,,
5,167,47,14820,,
1,230,55,13943,,
7,201,44,17023,,
2,223,60,15011,,
13,229,36,20067,,
6,196,54,17149,,
3,199,52,14688,,
4,235,56,16125,,
1,225,48,14197,,
12,238,52,18863,,
4,240,51,15488,,
7,209,60,18283,,
10,247,44,18538,,
8,206,80,17875,,
9,221,32,16954,,
3,234,44,15073,,
5,219,60,16038,,
5,229,58,16032,,
4,223,57,15669,,
8,246,40,18198,,
13,211,42,19528,,
8,206,68,17316,,
7,202,52,16509,,
10,230,40,17741,,
4,244,76,16124,,
5,214,52,16395,,
8,253,56,18020,,
3,194,56,14759,,
4,186,40,14521,,
6,229,76,18341,,
14,211,44,19599,,
10,210,48,18019,,
7,190,60,16491,,
14,242,43,21699,,
5,217,60,16249,,
7,210,53,16476,,
7,228,41,18246,,
6,242,49,16646,,
5,222,52,16568,,
8,223,48,18519,,
4,228,32,15498,,
4,205,52,14927,,
3,230,48,15120,,
7,227,63,17146,,
5,229,52,16141,,
8,220,56,17798,,
4,248,35,15945,,
6,214,42,16169,,
3,220,52,15177,,
6,235,69,18307,,
7,201,52,16473,,
10,211,56,19483,,
5,185,44,15230,,
7,222,44,16583,,
6,221,40,16840,,
9,214,64,17836,,
16,211,52,21658,,
14,193,42,19170,,
9,230,46,18229,,
6,235,70,17591,,
4,172,56,15067,,
2,224,32,13844,,
3,226,49,15699,,
6,242,61,17077,,
5,205,46,15710,,
5,229,72,16450,,
3,234,71,16228,,
6,255,61,16803,,
2,249,66,15462,,
4,210,52,16233,,
7,202,52,16239,,
4,223,40,15514,,
9,218,68,18466,,
4,259,55,16907,,
11,195,24,17662,,
4,199,52,14738,,
7,206,56,16225,,
7,264,68,18486,,
2,220,44,14597,,
6,250,56,16818,,
2,201,43,13714,,
6,225,64,17946,,
6,215,58,16141,,
7,215,54,17151,,
9,222,44,18483,,
3,235,52,15530,,
7,206,48,15900,,
7,245,63,17520,,
5,246,40,15933,,
6,236,51,16369,,
0,245,59,14422,,
1,194,52,13570,,
4,244,46,15706,,
9,231,52,17898,,
3,210,52,14397,,
5,245,62,17227,,
6,218,31,16080,,
4,230,48,15346,,
2,205,42,13853,,
2,198,60,14417,,
13,196,44,18676,,
10,195,77,18858,,
10,248,40,18463,,
5,181,49,15286,,
6,206,82,17088,,
3,184,48,14674,,
9,201,47,16676,,
6,241,52,16843,,
8,207,55,17640,,
7,182,50,16517,,
9,205,38,18626,,
16,218,47,20996,,
5,220,59,16595,,
6,239,54,16561,,
4,223,63,15676,,
7,209,43,16847,,
4,205,52,14837,,
4,229,58,15624,,
3,222,48,14587,,
4,232,47,15904,,
0,230,66,14103,,
7,216,40,16685,,
5,234,50,16501,,
4,248,40,15694,,
7,247,47,16544,,
11,225,68,18923,,
3,226,48,14756,,
4,186,48,14450,,
3,229,55,15332,,
2,210,45,14026,,
7,220,52,16835,,
7,241,67,17301,,
6,219,55,16489,,
8,227,41,17212,,
5,176,56,15090,,
2,219,51,14319,,
5,237,53,16721,,
4,235,53,15089,,
4,202,42,15662,,
5,206,44,15463,,
7,216,43,16880,,
5,216,53,15216,,
10,209,48,17674,,
5,231,43,16533,,
4,225,39,15716,,
6,261,53,17631,,
3,213,50,15148,,
3,186,52,14649,,
6,238,44,16517,,
9,211,56,18026,,
7,214,44,16399,,
13,186,56,18959,,
2,172,52,13888,,
3,236,57,15188,,
2,210,43,14395,,
8,202,60,17663,,
9,216,62,18348,,
2,197,43,13337,,
8,207,42,17064,,
13,237,60,18595,,
2,228,48,15096,,
8,247,56,17743,,
7,219,40,17088,,
8,248,57,17810,,
0,231,60,13954,,
5,244,45,16300,,
5,224,45,16096,,
5,220,51,16331,,
5,257,54,16515,,
5,264,45,16860,,
8,212,44,16870,,
4,242,61,17001,,
2,223,30,14112,,
2,266,53,15300,,
12,192,49,19276,,
4,220,48,15766,,
5,187,54,15292,,
2,203,44,14321,,
6,220,47,16492,,
8,222,48,17357,,
5,215,46,17519,,
4,245,46,16139,,
7,201,60,17088,,
6,180,67,15609,,
8,225,60,18913,,
9,241,52,18054,,
6,214,44,15690,,
4,226,56,16003,,
9,202,36,18181,,
5,221,49,15628,,
11,211,48,18093,,
4,215,57,15607,,
3,218,51,15164,,
9,238,43,18090,,
6,240,49,17001,,
5,213,48,15904,,
11,239,47,18215,,
5,216,60,16177,,
5,206,44,17087,,
6,224,50,16594,,
2,241,64,15101,,
5,209,63,15787,,
4,255,56,15936,,
3,234,60,15608,,
7,226,58,17226,,
8,198,64,16972,,
6,224,50,16421,,
2,255,55,16664,,
4,186,57,14920,,
9,248,56,18227,,
16,177,33,19885,,
7,180,40,15225,,
3,217,50,15070,,
6,232,39,16425,,
7,233,52,17168,,
9,209,44,17822,,
1,208,55,14055,,
5,208,48,16213,,
6,202,52,16337,,
2,234,60,15736,,
4,242,45,16790,,
3,230,54,16091,,
2,210,42,14433,,
7,237,52,17389,,
2,205,64,14475,,
1,264,80,15373,,
3,202,41,14381,,
8,248,51,17975,,
7,231,64,17459,,
6,232,72,19056,,
2,199,44,14117,,
6,227,45,17191,,
9,216,51,18585,,
11,224,48,18271,,
8,218,59,17953,,
6,184,47,15645,,
1,241,45,14588,,
4,260,44,16152,,
8,212,47,17030,,
15,215,54,19204,,
4,218,49,14925,,
8,222,49,17561,,
4,211,47,15049,,
3,233,60,15523,,
2,227,56,14910,,
5,200,40,15787,,
5,264,53,16840,,
2,240,48,14541,,
6,193,55,16273,,
2,222,56,14531,,
9,229,25,17413,,
3,246,50,15622,,
10,198,53,19556,,
6,213,65,16797,,
5,225,47,15735,,
13,206,51,18570,,
8,227,40,17849,,
11,232,49,19364,,
9,226,57,17047,,
5,237,52,16105,,
5,222,44,15611,,
12,231,45,18766,,
7,231,56,17590,,
6,192,38,15222,,
3,239,56,15537,,
10,244,75,19265,,
2,237,56,14746,,
4,227,40,15261,,
2,191,43,13465,,
16,230,60,20310,,
7,227,56,17527,,
7,183,31,15061,,
7,213,57,16765,,
4,200,50,15018,,
9,225,48,18205,,
5,187,51,15284,,
3,202,52,15026,,
5,212,52,15827,,
6,221,60,16463,,
9,196,31,16908,,
6,228,68,18017,,
4,221,44,15257,,
0,217,62,13643,,
3,206,52,14418,,
5,241,48,15999,,
3,202,55,15031,,
6,210,48,16129,,
5,216,48,16059,,
8,256,34,17731,,
4,219,40,15202,,
4,246,60,15786,,
5,216,56,16003,,
2,206,31,13867,,
5,228,56,15792,,
2,215,49,14415,,
6,236,56,16665,,
5,249,45,15775,,
4,237,50,16418,,
12,242,50,19525,,
4,159,49,14349,,
6,226,48,16480,,
8,237,56,17683,,
8,200,48,16797,,
5,183,40,14616,,
11,245,50,18622,,
4,195,49,14689,,
10,194,52,17842,,
2,237,64,14756,,
12,212,43,18494,,
2,202,46,13870,,
3,212,44,14409,,
5,197,44,15543,,
6,177,49,15740,,
5,190,60,15691,,
3,207,61,15314,,
14,205,58,20030,,
6,257,68,18121,,
10,223,63,18625,,
10,233,47,18152,,
7,233,46,17350,,
6,218,52,16363,,
8,175,56,16104,,
6,195,32,15401,,
8,254,62,19331,,
11,196,56,17537,,
11,203,52,18379,,
2,210,59,14857,,
8,220,48,17520,,
4,209,48,14837,,
5,237,52,16930,,
7,196,56,16332,,
5,231,43,15807,,
11,222,44,18720,,
1,228,52,14215,,
13,244,56,19124,,
3,222,44,14352,,
5,252,56,16784,,
5,241,50,16328,,
5,200,48,15318,,
3,207,42,14896,,
5,202,51,15667,,
13,227,84,21908,,
6,234,42,16372,,
7,188,51,15993,,
5,136,48,14469,,
5,259,56,16956,,
7,212,48,16699,,
3,237,41,14868,,
9,218,44,18281,,
3,214,56,15144,,
4,182,48,14135,,
3,169,42,13808,,
4,206,38,15137,,
7,223,48,17247,,
5,247,48,16485,,
7,209,52,16867,,
3,194,55,14272,,
3,182,49,14282,,
4,220,56,16352,,
10,242,44,17862,,
7,204,54,16431,,
5,253,51,17114,,
9,226,31,19003,,
6,188,35,15451,,
9,205,52,17941,,
12,246,51,19537,,
7,232,45,16863,,
3,213,48,15315,,
5,204,55,15853,,
2,207,56,14072,,
9,176,41,17030,,
6,194,35,15617,,
3,213,53,15634,,
5,211,52,15493,,
5,244,52,15959,,
4,229,56,15945,,
8,218,43,17389,,
11,205,41,17961,,
4,234,67,15744,,
7,231,43,16657,,
3,247,70,15951,,
7,191,51,15956,,
4,239,68,16184,,
9,212,52,17518,,
6,227,53,16992,,
3,224,45,14317,,
3,220,48,14935,,
2,235,50,14736,,
10,220,51,18444,,
6,232,52,17089,,
15,178,80,20036,,
8,259,49,18976,,
3,237,52,15257,,
5,239,44,16510,,
8,239,39,17754,,
6,205,54,16339,,
7,231,46,17309,,
6,216,48,15712,,
7,210,49,16008,,
1,231,48,13772,,
3,173,52,14301,,
7,180,59,16682,,
3,221,53,14849,,
9,229,46,17807,,
11,214,60,18866,,
9,218,54,17828,,
7,216,49,16470,,
8,212,56,16865,,
5,189,46,15353,,
2,216,56,14247,,
12,191,24,18278,,
6,209,54,16068,,
4,231,48,15966,,
10,182,52,17860,,
9,228,44,17517,,
5,224,40,15815,,
7,203,64,16519,,
7,201,44,16977,,
3,205,45,14769,,
7,229,54,17221,,
10,196,56,18152,,
9,224,52,17118,,
8,195,60,16923,,
8,218,56,17698,,
2,200,52,13889,,
2,227,51,15218,,
4,228,63,15876,,
2,201,57,14476,,
10,232,58,18730,,
4,212,46,14788,,
7,189,52,17257,,
4,263,68,16755,,
6,240,60,17160,,
9,234,40,17949,,
4,224,42,15585,,
9,212,50,18055,,
7,240,48,17406,,
9,246,47,18633,,
8,232,40,17564,,
9,255,40,17944,,
5,239,47,15888,,
8,199,63,16650,,
10,190,48,17892,,
3,226,52,15708,,
13,226,55,19324,,
7,207,36,16425,,
5,241,67,16993,,
2,228,61,14752,,
2,207,44,14675,,
6,165,56,16907,,
2,237,40,14384,,
3,213,57,16060,,
3,232,60,15484,,
4,141,40,15064,,
8,230,40,18775,,
5,258,68,17665,,
7,265,64,17379,,
4,224,47,16266,,
6,197,37,16260,,
2,212,57,14313,,
2,247,44,15397,,
7,224,47,16275,,
8,198,44,18026,,
1,215,43,13415,,
7,215,62,16635,,
1,229,55,14114,,
5,222,60,15975,,
4,173,59,14606,,
10,227,71,19134,,
3,201,48,15209,,
6,207,75,16512,,
4,225,36,15707,,
10,224,62,17886,,
4,225,52,15620,,
5,199,64,16275,,
9,209,48,17308,,
2,212,46,13875,,
12,247,49,20721,,
8,191,56,16955,,
6,200,31,16099,,
13,203,36,19569,,
15,233,48,20932,,
17,220,32,20983,,
4,224,56,15871,,
10,219,37,17938,,
8,279,58,20685,,
11,227,55,18045,,
7,241,52,16985,,
3,200,48,14106,,
3,203,64,15474,,
6,235,48,16434,,
4,192,59,14885,,
11,237,52,19527,,
6,223,44,16685,,
14,201,58,19868,,
9,182,34,16017,,
0,213,60,13557,,
6,268,48,17779,,
14,200,56,19133,,
3,199,56,14304,,
1,234,60,14339,,
9,194,47,17101,,
3,223,41,14731,,
8,229,54,17766,,
7,202,48,16747,,
7,185,50,16074,,
7,220,51,17488,,
0,195,48,12698,,
10,230,36,17264,,
2,218,52,14516,,
8,241,49,17666,,
6,203,56,16521,,
5,199,56,15880,,
9,185,44,17020,,
7,246,50,18021,,
5,245,40,16334,,
2,203,48,13979,,
3,230,51,15006,,
2,243,68,15696,,
7,170,36,15946,,
3,215,44,15548,,
4,232,71,15942,,
4,264,56,15727,,
7,228,42,16772,,
7,234,68,17820,,
5,238,55,16440,,
10,214,56,19890,,
5,234,47,15936,,
6,193,50,16065,,
3,215,42,16385,,
3,210,50,15315,,
3,246,57,15610,,
3,192,36,14650,,
4,254,52,16209,,
7,200,47,16254,,
5,214,39,15881,,
8,227,43,17554,,
2,211,47,14329,,
5,221,46,15712,,
4,169,65,16121,,
1,241,55,14471,,
5,195,40,14797,,
5,206,51,15692,,
8,223,55,18271,,
1,229,81,14928,,
6,217,40,15835,,
10,242,44,19598,,
7,244,49,16664,,
6,196,42,15826,,
6,216,57,16517,,
5,225,40,16888,,
13,225,36,21872,,
8,242,65,17828,,
6,199,45,16535,,
4,238,76,16194,,
5,195,44,15304,,
2,215,53,14931,,
5,170,60,15175,,
4,219,48,15089,,
11,236,64,19057,,
7,233,62,17198,,
2,210,56,14206,,
6,209,28,15303,,
7,191,25,15257,,
8,226,48,17643,,
1,229,55,14649,,
5,187,48,15101,,
8,223,56,18288,,
6,236,56,17357,,
4,266,56,16101,,
6,219,49,16864,,
5,175,36,14470,,
6,252,53,18027,,
9,238,44,18920,,
3,202,60,15521,,
6,198,38,15579,,
10,200,64,18602,,
6,192,36,15325,,
4,196,60,15161,,
8,238,44,17818,,
3,178,46,14066,,
5,212,47,16143,,
4,214,54,15431,,
8,207,41,16815,,
7,242,61,17060,,
4,204,44,15341,,
7,230,57,17012,,
6,218,40,17805,,
6,205,60,16425,,
12,168,29,17804,,
2,220,45,14449,,
10,203,52,17687,,
9,225,65,18471,,
5,206,52,16245,,
6,209,26,15054,,
9,207,48,17216,,
4,218,44,14997,,
2,239,44,14804,,
4,227,56,15645,,
3,221,55,15365,,
8,209,41,17524,,
10,199,54,18324,,
7,221,68,17140,,
9,211,40,17756,,
14,196,56,19094,,
5,218,62,15963,,
14,231,56,21266,,
10,203,63,17692,,
4,206,35,14562,,
5,215,52,15881,,
9,207,40,17649,,
1,203,56,14358,,
8,229,43,17828,,
9,178,60,17495,,
3,256,58,15519,,
3,250,49,15365,,
6,190,45,15582,,
4,223,56,15054,,
3,204,48,15052,,
4,197,50,15608,,
7,220,50,16578,,
4,225,68,16361,,
4,209,29,14709,,
5,225,52,17457,,
3,205,36,14179,,
7,214,50,16294,,
2,238,60,15392,,
5,204,40,15534,,
7,210,52,17462,,
9,197,59,17346,,
3,239,60,16248,,
5,211,48,15218,,
13,264,48,20329,,
9,196,47,17235,,
6,221,48,17433,,
3,243,61,15480,,
8,238,71,17850,,
7,210,60,16590,,
10,214,41,17706,,
10,231,36,18972,,
6,205,54,16530,,
1,238,60,14911,,
11,233,57,20543,,
12,229,60,21437,,
2,231,70,15185,,
3,217,56,15275,,
9,229,55,18581,,
8,205,42,17072,,
5,190,72,15758,,
3,224,50,15144,,
4,244,52,15742,,
6,187,36,15161,,
5,216,56,16554,,
3,199,36,14384,,
10,208,45,17183,,
3,218,62,15165,,
6,214,52,16747,,
6,226,48,16625,,
5,215,42,15738,,
6,232,44,16326,,
5,204,63,15334,,
9,215,33,18490,,
5,188,59,15542,,
3,240,44,15409,,
6,171,44,16205,,
8,228,49,16836,,
1,237,56,14862,,
8,209,64,17971,,
4,211,64,15689,,
3,252,46,15751,,
11,200,23,17535,,
3,276,61,16419,,
2,220,34,13757,,
10,237,55,18491,,
4,190,43,15536,,
7,237,64,16817,,
6,213,58,16683,,
8,206,48,17161,,
2,226,59,14815,,
11,190,47,18180,,
6,230,60,16993,,
2,187,59,14023,,
5,247,48,16256,,
3,197,47,14462,,
4,225,58,15825,,
8,235,68,17616,,
1,236,48,14322,,
5,211,51,16033,,
3,214,48,14887,,
12,199,40,18688,,
4,214,52,15074,,
3,185,68,14647,,
5,221,65,15678,,
1,206,48,13627,,
9,236,48,18890,,
2,190,46,13636,,
14,197,39,19339,,
5,219,36,15473,,
3,182,52,14535,,
2,239,48,14752,,
3,184,55,14323,,
6,178,36,15890,,
12,179,46,18028,,
4,193,46,15352,,
8,237,43,17306,,
6,193,55,15380,,
4,225,40,15376,,
6,235,48,16815,,
4,210,51,15364,,
5,205,65,16199,,
12,189,46,17539,,
8,180,42,16781,,
11,232,34,17819,,
14,250,57,21927,,
6,231,60,16621,,
13,225,39,19865,,
8,197,48,17208,,
1,220,48,13631,,
10,229,48,18588,,
5,186,60,15173,,
6,250,56,17188,,
6,171,50,15511,,
5,214,35,15642,,
5,187,72,15620,,
5,197,45,15577,,
3,195,52,14689,,
1,245,49,14758,,
14,229,51,20028,,
13,257,40,22212,,
